Job_id,Job title,Job posting date,Job posting url,Job location,Pay rate,Vendor company name,Job type,Work from availability,Work type(remote/on-site),Modified Date,Current date time (CST),Job Title
daed632b665c5df2d3e2bf993be7dfee,Data Analyst I,2024-02-01T22:09:14Z,https://www.dice.com/job-detail/b4156ed7-bddc-49f3-8984-7f5a41ff9a87,"Minneapolis, MN, USA",USD24 - USD34,Randstad Digital,Contract,FALSE,Hybrid/Onsite,2024-02-04T04:06:54Z,2024-02-04T00:42:23Z,Data Analyst
5b37cdb641ccbfa1dc002c7a977c27f7,Data Analyst,2024-02-01T10:04:11Z,https://www.dice.com/job-detail/256cd429-bc07-45c8-bb90-f1f56b0404a6,"Washington, DC, USA",USD 35.00 - 39.00 per hour,Eliassen Group,Contract,FALSE,Hybrid/Onsite,2024-02-03T22:03:01Z,2024-02-04T00:42:23Z,Data Analyst
8f655bd2ec4bcbe1240d222dd22b8c4b,Production Support Data Analyst SR-601793,2024-02-01T19:03:39Z,https://www.dice.com/job-detail/e18f184b-5efe-4316-b5c8-89de51794c88,"Harrison, NY, USA",BASED ON EXPERIENCE,iTech Solutions,Contract,FALSE,Hybrid/Onsite,2024-02-04T01:03:46Z,2024-02-04T00:42:23Z,Data Analyst
66be65b5c02775d280f11960841c6d4d,Senior Data Analyst,2024-02-01T21:40:05Z,https://www.dice.com/job-detail/abbbd889-7845-4cd3-9e65-0ee9a39fcb3a,"Akron, OH, USA",Depends on Experience,Oxford Global Resources,Contract,FALSE,Hybrid/Onsite,2024-02-01T21:40:05Z,2024-02-04T00:42:23Z,Data Analyst
f947ab9034a260b4a0cef80db2683c4e,"Urgent Req - Data Analyst - Dallas, TX",2024-02-02T12:02:05Z,https://www.dice.com/job-detail/8749205f-fd7d-456a-bee3-c02cb67a1f29,"Dallas, TX, USA",Depends on Experience,Quant Systems,Contract,FALSE,Hybrid/Onsite,2024-02-02T12:02:05Z,2024-02-04T00:42:23Z,Data Analyst
83482e915e4d6f7df55307d30b1c5682,Data Analyst,2024-01-30T20:12:24Z,https://www.dice.com/job-detail/ce62b752-99b5-43da-9dce-d839a08731fc,"Chapel Hill, NC, USA",,Dexian DISYS,Contract,FALSE,Hybrid/Onsite,2024-02-04T04:08:43Z,2024-02-04T00:42:23Z,Data Analyst
29834a478a241d6b8077c29f86a67d38,Salesforce Data Analyst,2024-02-02T12:56:05Z,https://www.dice.com/job-detail/426b304e-50b7-4884-9293-56b1aa1808c3,"McLean, VA, USA",Depends on Experience,Radus Tek Services,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-02T12:56:05Z,2024-02-04T00:42:23Z,Data Analyst
38c94580b8df782894cbbcfda06410a8,Technical Data Analyst(lead),2024-02-02T14:36:28Z,https://www.dice.com/job-detail/4a99593e-acb7-455f-bcd5-7205e64f760a,"McLean, VA, USA",$60 - $70,Tekfortune Inc.,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-02T14:36:28Z,2024-02-04T00:42:23Z,Data Analyst
288b107d58417858b950939085e7276b,Lead Technical Data Analyst,2024-02-01T18:12:16Z,https://www.dice.com/job-detail/e8014679-3c92-43a5-b058-3101680d76a1,"McLean, VA, USA",Depends on Experience,CompNova,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-02T13:28:09Z,2024-02-04T00:42:23Z,Data Analyst
0d881eceb6abcba1c0a0222121b9f5ac,Data Analyst,2024-01-22T17:32:56Z,https://www.dice.com/job-detail/41623df2-d7a6-40e5-98f7-d90a0f4ac508,"Madison, WI, USA",$50 - $60 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-04T04:36:42Z,2024-02-04T00:42:23Z,Data Analyst
83a1b004ec3022c801c575b1d3070fbd,Data Analyst,2024-01-05T16:40:58Z,https://www.dice.com/job-detail/e5857031-7531-49fe-8748-e0114e536647,"Richland, WA, USA",$50 - $80,CPS Comtech,Contract,FALSE,Hybrid/Onsite,2024-02-03T15:59:42Z,2024-02-04T00:42:23Z,Data Analyst
d3d91cacd4f443c392215fef57c8850a,Data Analyst Specialist,2024-02-01T13:23:31Z,https://www.dice.com/job-detail/c3aa06d6-72a8-4c1b-aa9c-c6320473c6b4,"McLean, VA, USA",$50 - $65,HawkB Inc,Contract,FALSE,Hybrid/Onsite,2024-02-01T13:23:31Z,2024-02-04T00:42:23Z,Data Analyst
38cdd509c5d6c118b1f613422c020c91,Financial Data Analyst,2024-01-26T19:25:18Z,https://www.dice.com/job-detail/deafc052-8a1f-48f4-8313-ee7b0fca6a98,"Armonk, NY, USA",Depends on Experience,Info Origin Inc.,Contract,FALSE,Hybrid/Onsite,2024-01-26T19:25:18Z,2024-02-04T00:42:23Z,Data Analyst
d75df056a65da8c92142fb22408a8c6b,Data Analyst,2024-01-30T17:31:02Z,https://www.dice.com/job-detail/84a85c85-ad5e-4904-8a91-876d2f41b2bc,"Minneapolis, MN, USA",$$45/hr,Aspired Solutions INC,Contract,FALSE,Hybrid/Onsite,2024-01-30T20:15:23Z,2024-02-04T00:42:23Z,Data Analyst
79b4ca8b1805ec46c77970d66df70af8,Business/Data Analyst,2024-02-01T18:23:15Z,https://www.dice.com/job-detail/c82a63ab-4b95-4002-8a6c-87d783a5a0c6,"Philadelphia, PA, USA",Depends on Experience,SoftPath Technologies LLC,Contract,FALSE,Hybrid/Onsite,2024-02-01T18:23:15Z,2024-02-04T00:42:23Z,Data Analyst
f37fae945daf62e6b1d533489294048a,Data Analyst JT4JY,2024-01-26T15:08:49Z,https://www.dice.com/job-detail/cfbb0204-f32b-47b3-b7c4-00443ed6d0c5,"Houston, TX, USA",BASED ON EXPERIENCE,iSphere,Contract,FALSE,Hybrid/Onsite,2024-02-04T01:07:14Z,2024-02-04T00:42:23Z,Data Analyst
14e6a5f47d413df831913f960fd00ff9,Data Analyst /Hybrid,2024-01-23T14:21:10Z,https://www.dice.com/job-detail/19d176ab-0b5d-44af-a98e-2e58451356c3,"Cleveland, OH, USA",$40 - $45,"DVI Technologies, Inc.",Contract,FALSE,Hybrid/Onsite,2024-01-25T14:22:34Z,2024-02-04T00:42:23Z,Data Analyst
78615675363d1caa5ccdfc6a3179adc3,Financial Data Analyst,2024-01-19T17:32:45Z,https://www.dice.com/job-detail/39d30d4f-2209-47ab-9773-2158fa39eed1,"St. Louis, MO, USA",$40 - $50 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-04T04:36:37Z,2024-02-04T00:42:23Z,Data Analyst
e80f8ff76fb7fecbca646082e7064fad,Lead Data Analyst,2024-01-30T14:58:31Z,https://www.dice.com/job-detail/f1595034-a35d-4930-9e41-18a3b4797cd2,"McLean, VA, USA",Depends on Experience,Tekfortune Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-02T14:31:13Z,2024-02-04T00:42:23Z,Data Analyst
bc63f2067fab54706f3a32513ac90e62,Local Candidates only : Business Data Analyst/Data Analyst @ Richmond VA,2024-02-02T14:41:25Z,https://www.dice.com/job-detail/82c82caa-d3ba-4efc-89f6-b04dac3a062a,"Richmond, VA, USA",Depends on Experience,"cyberThink, Inc.","Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-02T14:41:25Z,2024-02-04T00:42:23Z,Data Analyst
342738dc6b99f1bb07ffe6aa15aedd74,Sr Data Analyst (Onsite),2024-01-25T21:53:28Z,https://www.dice.com/job-detail/ba333032-6f37-46cf-abd0-a21c34015ee8,"Wesleyville, PA, USA",Depends on Experience,Valcan IT Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T16:49:12Z,2024-02-04T00:42:23Z,Data Analyst
a1de0d2445ddbadab929070b4d03419f,Need Lead Data Analyst with Mongo DB/NoSQL Exp,2024-01-09T23:21:27Z,https://www.dice.com/job-detail/ff34d4f9-df47-4a38-ac8b-c5a9453d9c2e,"McLean, VA, USA",$60 - $70,"Svam International, Inc.","Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-02T15:18:42Z,2024-02-04T00:42:23Z,Data Analyst
5c621480e2805f91dd08015d7768eee7,"SAS Data Analyst @ McLean , VA",2024-01-31T13:47:17Z,https://www.dice.com/job-detail/5a1f93b0-28f9-46dc-b2e4-ea4ae78fe0be,"McLean, VA, USA",Depends on Experience,"eSolutionsFirst, LLC",Contract,FALSE,Hybrid/Onsite,2024-02-02T23:11:16Z,2024-02-04T00:42:23Z,Data Analyst
590ec77cad59d9acf5a333c364b847e3,Data Analyst,2024-02-02T14:23:52Z,https://www.dice.com/job-detail/68218185-3b33-4269-a0be-22bc9f2c81de,"Minneapolis, MN, USA",Depends on Experience,U.S. Tech Solutions Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-02T14:23:52Z,2024-02-04T00:42:23Z,Data Analyst
65b35b937cdf594dffd7a9b96557e957,Data Analyst,2024-01-24T13:24:26Z,https://www.dice.com/job-detail/5708b15b-23a5-4666-af34-fac3f5d2bb73,"Seattle, WA, USA",Depends on Experience,Belcan Services Group LLC,Contract,FALSE,Hybrid/Onsite,2024-02-01T06:27:51Z,2024-02-04T00:42:23Z,Data Analyst
41b5cb0988ffc51b54d0bd274ed379e5,Data Analyst with Splunk,2024-02-01T22:38:08Z,https://www.dice.com/job-detail/4eaac086-0646-45d6-b6e5-60950e64ad90,"Atlanta, GA, USA",Depends on Experience,Cynet Systems,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-02T22:07:00Z,2024-02-04T00:42:23Z,Data Analyst
11ba8f3a60ec55abbacc3ae6a170eba5,Data Analyst,2024-01-28T01:03:44Z,https://www.dice.com/job-detail/77dca910-780b-444d-8add-583644ca95ed,"Detroit, MI, USA",USD 35.63 - 41.25 per hour,Robert Half,Contract,FALSE,Hybrid/Onsite,2024-02-04T01:06:31Z,2024-02-04T00:42:23Z,Data Analyst
8573746789d685b461ab542810d782e2,Business Systems Analyst/Data Analyst,2024-01-11T22:01:20Z,https://www.dice.com/job-detail/ea4d3b08-4e10-43b0-9568-e270ccb503fc,"Philadelphia, PA, USA",Depends on Experience,"InSource, Inc.",Contract,FALSE,Hybrid/Onsite,2024-01-26T01:19:26Z,2024-02-04T00:42:23Z,Data Analyst
b8dedf2b22dcc3a7094b9b3b5b822949,Production Support Data Analyst,2024-01-31T13:43:51Z,https://www.dice.com/job-detail/7b12249d-50c2-4e68-9afb-c3aa252e6e8d,"Boston, MA, USA",$45 - $55,NR Consulting LLC,Contract,FALSE,Hybrid/Onsite,2024-01-31T13:43:51Z,2024-02-04T00:42:23Z,Data Analyst
eae8495993b90a5d4c98202bbcdb5167,Data Analyst / Project Manager,2024-01-22T20:08:29Z,https://www.dice.com/job-detail/86acaf07-66bf-4568-9cf5-c36409e4265f,,,Tandym Tech,Contract,FALSE,Hybrid/Onsite,2024-02-04T04:07:24Z,2024-02-04T00:42:23Z,Data Analyst
be6b01a9867fcf7a85e94c0f0bd4feaa,Data Analyst + Splunk,2024-02-02T16:29:00Z,https://www.dice.com/job-detail/8c8a5128-d96e-42dc-bbf4-3a6b18873f20,,Depends on Experience,Talent Group,"Contract, Third Party",FALSE,Remote,2024-02-02T16:29:00Z,2024-02-04T00:42:23Z,Data Analyst
a49c59b9162e6356891810022c892fc0,Data Analyst?with expert-level Excel - Contract - W2 Only (no C2C) - Remote,2024-01-12T17:03:53Z,https://www.dice.com/job-detail/513c193c-df83-4ac8-b78b-99bb2e3db607,"Chattanooga, TN, USA",BASED ON EXPERIENCE,iTech Solutions,Contract,FALSE,Hybrid/Onsite,2024-02-04T01:04:07Z,2024-02-04T00:42:23Z,Data Analyst
890545be0fa95d875e739c8bff08383f,Data Analyst,2024-01-19T20:58:00Z,https://www.dice.com/job-detail/1d55c111-a828-4a3e-afb1-523f39af0273,"McLean, VA, USA",Depends on Experience,Trident Consulting Inc.,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-01-31T18:48:36Z,2024-02-04T00:42:23Z,Data Analyst
8bc71ff23e35e445cd22a75ed42e3796,Principal Data Analyst/Data Modeler,2024-01-23T21:36:59Z,https://www.dice.com/job-detail/2025fd71-58ba-4d68-9d25-f9fbf2ab8730,"Durham, NC, USA",Market,Mastech Digital,Contract,FALSE,Hybrid/Onsite,2024-02-04T06:37:20Z,2024-02-04T00:42:23Z,Data Analyst
18f4b42b3f378ae81fee8e31ba38e182,Data Analyst/Specialist (Local to Texas only),2024-01-25T16:53:35Z,https://www.dice.com/job-detail/dda471ae-be6a-496c-a6f1-75a962df21c3,"Austin, TX, USA",$50 - $60,"Esolvit, Inc.",Contract,FALSE,Hybrid/Onsite,2024-01-25T21:04:00Z,2024-02-04T00:42:23Z,Data Analyst
addea19d1d7f9c833f67b2bbeac2551f,Michael Page- Data Analyst/Finance Applications Support,2024-01-31T00:11:10Z,https://www.dice.com/job-detail/1ee4af8c-f38b-443f-a219-faea60b9ccd7,"New York, NY, USA",$35 - $50 per hour,Michael Page International,Contract,FALSE,Hybrid/Onsite,2024-02-04T04:07:32Z,2024-02-04T00:42:23Z,Data Analyst
b7dd18f02dbbe3dd3bd14ee94526cdff,Splunk Data Analyst,2024-02-02T05:52:50Z,https://www.dice.com/job-detail/5fc79bc1-1947-4788-b378-df0c56c2a597,"Atlanta, GA, USA",Depends on Experience,Dizer Corp,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-02-02T05:52:50Z,2024-02-04T00:42:23Z,Data Analyst
3c72e95961e1ee6f0b5b96e1010b8968,Business Data  Analyst-Excel and Access exp needed,2024-01-29T22:07:54Z,https://www.dice.com/job-detail/cf6d2536-e6a2-4b80-8233-e106a5b0b3f6,"Plano, TX, USA",Depends on Experience,Marlabs LLC,Contract,FALSE,Hybrid/Onsite,2024-01-31T17:55:23Z,2024-02-04T00:42:23Z,Data Analyst
91b3a9d595674ff20b145c6ddc87203b,Sr. Principal Data Analyst,2024-01-29T22:07:16Z,https://www.dice.com/job-detail/7731d0f4-31ef-44ca-95a1-fd2167eb6a7f,"Lansing, MI, USA",USD65 - USD81,Randstad Digital,Contract,FALSE,Hybrid/Onsite,2024-02-04T04:04:55Z,2024-02-04T00:42:23Z,Data Analyst
95c20955c5520dc2501286ee6117b720,Data Modeler ( Data Analyst ),2024-01-31T19:58:56Z,https://www.dice.com/job-detail/b5338c9e-5fcb-428f-a091-b21e2b9b9bce,"Sacramento, CA, USA",Depends on Experience,H3 Technologies,Contract,FALSE,Hybrid/Onsite,2024-01-31T19:58:56Z,2024-02-04T00:42:23Z,Data Analyst
26bc05d225a0e8d6e91982d79244b17c,Data Analyst |,2024-02-01T22:00:43Z,https://www.dice.com/job-detail/64d2fee7-e134-4389-869d-8c4e6e608b40,"Lake Forest, IL, USA",,Spruce Infotech Inc,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-02-04T05:02:01Z,2024-02-04T00:42:23Z,Data Analyst
acdb06d697e89d4758a54c625615b5f1,Lead Data Management Analyst,2024-01-23T19:05:58Z,https://www.dice.com/job-detail/87f4b209-d357-4d93-bf8f-791534071ff1,"Charlotte, NC, USA",USD57 - USD62,Randstad Digital,Contract,FALSE,Hybrid/Onsite,2024-02-04T04:03:19Z,2024-02-04T00:42:23Z,Data Analyst
36d8c0a0a4cb4ebc327351f1b8c3b3f5,Data Analyst - Defined Benefits,2024-01-29T21:48:27Z,https://www.dice.com/job-detail/bbc5515d-c625-4934-a022-078514cfd168,"Durham, NC, USA",Depends on Experience,SPECTRAFORCE TECHNOLOGIES Inc.,Contract,FALSE,Hybrid/Onsite,2024-01-29T21:48:27Z,2024-02-04T00:42:23Z,Data Analyst
