Company,Salary,Date Posted,Title,Location,Job ID,Job Link,Job Type,Current Date Time,Remote / Hybrid
Infoorigin inc,$40.00 - $50.00 a Hourly,2024-02-06T10:32:38Z,Business Analyst,"Lansing, MI",737a599bfc888733,https://www.indeed.com/viewjob?jk=737a599bfc888733&from=vjs&tk=1hlvk75a7k5pb803&viewtype=embedded&xkcb=SoDv67M3F_gTdixgUp0HbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D0,Contract,2024-02-06 22:02:38,Hybrid/On Site
"Stefanini, Inc",$32.00 - $36.00 a Hourly,2024-02-06T10:32:38Z,Learning & Development Data Analyst,"Atlanta, GA",1709a92c9685db55,https://www.indeed.com/viewjob?jk=1709a92c9685db55&from=vjs&tk=1hlvk75a7k5pb803&viewtype=embedded&xkcb=SoBb67M3F_gTdixgUp0GbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D0,Contract,2024-02-06 22:02:38,Hybrid/On Site
Robert Half,$26.60 - $30.80 a Hourly,2024-02-06T10:32:38Z,Business Analyst,"San Francisco, CA 94107",aaecc8186ca9712f,https://www.indeed.com/viewjob?jk=aaecc8186ca9712f&from=vjs&tk=1hlvk75a7k5pb803&viewtype=embedded&advn=808876208185647&adid=418568278&ad=-6NYlbfkN0CpzDdaQkua3np5pkmj49lKioZwmwxQ-yx5plwbYmV_M5JPY9hKnSJ2ZRwIXJR99VlEAwBiXZTfBabmMP0f7UVSxEZ0O9oKarHSdvp1PWbKN3mgLg3lftJP2UIPUTJARx4dhHS5TzeSy5JQpvKnwoFujQs4VPxP3i3EjZs8BuBaXs976tsoD4Mxj_kA8X9eBWHG0LjiWgvjSx61ShqXRxsYV4B67GYmFGwPwff9Ck-bA8DRdy20B2LLwzQ1vzumdeKm8_XI_vGG9F0KkLMWqH8Jrpj72GEg5YBMgwhfOK-zCrECuNWq_PY56UT6r4XIB6heMBOfE8BiONIYzD4ztGEUeGKf-r164LHrJszBSMvbSk5ONrbHm8BWZlDjxpdJx1HD7VQfwKekYwl8nFhC2YeDN4vCG_Hxu1-wEk_XLStAZN6UjxSdp8QkqLeXBq4cBxteoMwZ5cqZ-rs5Q8-Q1cGOSpMN6VaXHuJ2PvNnVpnxyF9Xcd4IFg7JtYlmyspq50PWgY3lujgUifiDeajnbzsbXC6GoHkHnBlKjuIV7YLt_mEjYI5Vn9-gfT6Lprk-LYzN7q6a0p46Q3ZZTE90zyVfdwsuftRZZCJ2P-VXqWx0NuNqdZ_5Er_eqoscYcVhkJ1fLkQmrB2AJoMAysV6rXHVHaCdM5NqOs4mrJ_mzpcqy9BNc5aXszvYUjqFeNrNQPg%3D&xkcb=SoAy6_M3F_gTdixgUp0FbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D0,Temporary,2024-02-06 22:02:38,Hybrid/On Site
Wells Fargo,,2024-02-06T10:32:57Z,Data Analyst (contract),"Charlotte, NC",82f1543c12a57ddf,https://www.indeed.com/viewjob?jk=82f1543c12a57ddf&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoB467M3F_gQQsRgUp0KbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
Amazon,"$57,210.76 - $72,441.57 a Yearly",2024-02-06T10:32:57Z,Data Analyst II (Contingent),"Palo Alto, CA",4910cfe1f4569ab5,https://www.indeed.com/viewjob?jk=4910cfe1f4569ab5&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoDl67M3F_gQQsRgUp0JbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
Cornerstone Defense,"$110,547.29 - $139,977.50 a Yearly",2024-02-06T10:32:57Z,Data Analyst,Virginia,675a3f1610e22f60,https://www.indeed.com/viewjob?jk=675a3f1610e22f60&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoBR67M3F_gQQsRgUp0IbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
PCG INTERNATIONAL INC,"$62,840.00 - $79,569.44 a Yearly",2024-02-06T10:32:57Z,Data Analyst,United States,3c525a2fb37462f3,https://www.indeed.com/viewjob?jk=3c525a2fb37462f3&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoDf67M3F_gQQsRgUp0PbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
Campaign Stars,"$50,307.38 - $63,700.36 a Yearly",2024-02-06T10:32:57Z,MARKETING DATA ANALYST (FREELANCE),"Oakland, CA",d97eac11ded56b47,https://www.indeed.com/viewjob?jk=d97eac11ded56b47&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoBr67M3F_gQQsRgUp0ObzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Part-time,2024-02-06 22:02:57,Hybrid/On Site
BayOne,"$115,356.23 - $146,066.70 a Yearly",2024-02-06T10:32:57Z,Senior Data Analyst,"Pleasanton, CA 94588",841cf12725cf07b9,https://www.indeed.com/viewjob?jk=841cf12725cf07b9&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoD267M3F_gQQsRgUp0NbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
TRA'BIAN ENTERPRISES,"$71,971.46 - $91,131.91 a Yearly",2024-02-06T10:32:57Z,(5) Data Analyst / Data Scientist,Remote,98aba3bf29879d59,https://www.indeed.com/viewjob?jk=98aba3bf29879d59&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoBC67M3F_gQQsRgUp0MbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Remote
Right Talents,"$90,026.56 - $113,993.69 a Yearly",2024-02-06T10:32:57Z,Data Analyst,"New York, NY",73d5ad52181a96d8,https://www.indeed.com/viewjob?jk=73d5ad52181a96d8&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoCr67M3F_gQQsRgUp0DbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
"Intelliswift Software, Inc.",$0.00 - $65.93 a Hourly,2024-02-06T10:32:57Z,Business Analyst - Remote (PST Hours),"Woodland Hills, CA",a43208403dace03f,https://www.indeed.com/viewjob?jk=a43208403dace03f&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoAf67M3F_gQQsRgUp0CbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
Intone Networks,"$88,761.60 - $112,391.96 a Yearly",2024-02-06T10:32:57Z,IT Business Analyst,Remote,030bf50433902f55,https://www.indeed.com/viewjob?jk=030bf50433902f55&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoCC67M3F_gQQsRgUp0BbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Remote
Capgemini,"$84,188.84 - $106,601.83 a Yearly",2024-02-06T10:32:57Z,Data Analyst,"Waukesha, WI",f300900947da16e0,https://www.indeed.com/viewjob?jk=f300900947da16e0&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoA267M3F_gQQsRgUp0AbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
CEDENT,"$91,085.48 - $115,334.51 a Yearly",2024-02-06T10:32:57Z,Data Analyst,United States,7d247cffa0445f34,https://www.indeed.com/viewjob?jk=7d247cffa0445f34&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoC467M3F_gQQsRgUp0HbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
UC San Diego,$29.60 - $35.13 a Hourly,2024-02-06T10:32:57Z,Research Data Analyst 1,"San Diego, CA",43d7bc3ebd0668a1,https://www.indeed.com/viewjob?jk=43d7bc3ebd0668a1&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoAM67M3F_gQQsRgUp0GbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Contract,2024-02-06 22:02:57,Hybrid/On Site
ConocoPhillips,"$73,734.69 - $93,364.55 a Yearly",2024-02-06T10:32:57Z,Data/Information Analyst - Contract,"Anchorage, AK 99501",3ff86e723b79b037,https://www.indeed.com/viewjob?jk=3ff86e723b79b037&from=vjs&tk=1hlvk7slrkeeo801&viewtype=embedded&xkcb=SoCR67M3F_gQQsRgUp0FbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D20,Temporary,2024-02-06 22:02:57,Hybrid/On Site
St Jardins,$0.00 - $55.00 a Hourly,2024-02-06T10:33:02Z,Data Analyst,"Richmond, VA",0198b80aa8faf371,https://www.indeed.com/viewjob?jk=0198b80aa8faf371&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoCu67M3F_gv51zU7R0KbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Hybrid/On Site
Sanctuary Wealth Group LLC,$25.00 - $27.00 a Hourly,2024-02-06T10:33:02Z,Data Analyst,"Indianapolis, IN 46240",52b6aaa52fa49e46,https://www.indeed.com/viewjob?jk=52b6aaa52fa49e46&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoAz67M3F_gv51zU7R0JbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Hybrid/On Site
Adientone,$28.00 - $-1.00 a Hourly,2024-02-06T10:33:02Z,Business Analyst/Food Industry,Remote,988048d190e6be2f,https://www.indeed.com/viewjob?jk=988048d190e6be2f&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoAJ67M3F_gv51zU7R0PbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Remote
"Stefanini, Inc",$32.00 - $36.00 a Hourly,2024-02-06T10:33:02Z,Learning & Development Data Analyst,"Atlanta, GA",1709a92c9685db55,https://www.indeed.com/viewjob?jk=1709a92c9685db55&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoAg67M3F_gv51zU7R0NbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Hybrid/On Site
Noralogic INC,$45.00 - $55.00 a Hourly,2024-02-06T10:33:02Z,Data Analyst,"Richmond, VA 23219",e5f87b59ebe27e1c,https://www.indeed.com/viewjob?jk=e5f87b59ebe27e1c&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoB967M3F_gv51zU7R0DbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Hybrid/On Site
Maven Workforce,$50.00 - $53.00 a Hourly,2024-02-06T10:33:02Z,Data Analyst,"Atlanta, GA 30303",41d0f76b10e5764c,https://www.indeed.com/viewjob?jk=41d0f76b10e5764c&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoDJ67M3F_gv51zU7R0CbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Hybrid/On Site
Cilable,$50.00 - $53.00 a Hourly,2024-02-06T10:33:02Z,Senior Data Analyst,Remote,585ad53e375838a0,https://www.indeed.com/viewjob?jk=585ad53e375838a0&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoBU67M3F_gv51zU7R0BbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Remote
DGN Technologies,$34.55 - $48.00 a Hourly,2024-02-06T10:33:02Z,Data & Analytics Specialist,"Hillsboro, OR 97124",69387620074e441a,https://www.indeed.com/viewjob?jk=69387620074e441a&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoDg67M3F_gv51zU7R0AbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Hybrid/On Site
Noralogic Inc,$46.00 - $56.00 a Hourly,2024-02-06T10:33:02Z,Data Analyst,"Richmond, VA 23219",8d55d82fe510d044,https://www.indeed.com/viewjob?jk=8d55d82fe510d044&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoBu67M3F_gv51zU7R0HbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Hybrid/On Site
Sierra Business Solutions,$45.00 - $48.00 a Hourly,2024-02-06T10:33:02Z,Data Informatics Analyst,Remote,f68f88f31e046f66,https://www.indeed.com/viewjob?jk=f68f88f31e046f66&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&xkcb=SoDa67M3F_gv51zU7R0GbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Contract,2024-02-06 22:03:02,Remote
Robert Half,$25.00 - $30.00 a Hourly,2024-02-06T10:33:02Z,Data Analyst/IT Support Analyst,"Tampa, FL 33610",166dd352657b535d,https://www.indeed.com/viewjob?jk=166dd352657b535d&from=vjs&tk=1hlvk81p7hbh6802&viewtype=embedded&advn=808876208185647&adid=413460512&ad=-6NYlbfkN0CpzDdaQkua3np5pkmj49lKioZwmwxQ-yx5plwbYmV_MyI0uk1UHi_yWnaIEC-YRs-PBBY5yoj4MMiu0Ot0r5-MBRScloT6lQd4JFzwX4U7cEeniIV1SqGHiiwLxfxfzq34GvrAP_nCiACRQubPveBcjb_hfPSVPGl758ceAID8o9ke3POPaxt2_WakAIi__Lpd7hI0CM-pj06b3He5B6fvXc5MaOXXFigwknwE9fIG66JQ6cLanUIIi62kMyWjoyOrLqSnc2cZR5wiHDNN3svhrZNUlWVS3KwUOgbvWtDJtRzsOc5XjStVPmW91RshABUf6_XKxhiZsWeBAhbvN1GRZT2SSJBqIl-8HZO7hAiL42Npd0BdxvB5bXqVcnq6_ghU2QBZ7-HUN_A11sGQgsq_IQwod9ywOkKPeN9Fqc7mbvjKmn5cV7bwpOg2860-mIwYMqGhL1HvPssMrHdoipOvfD4pUyke_M_jkscUftFzLK4v68vAqLVnIhKRTplfYRy8pQrYFHDYByX0P1FnWHkYev2XkBdC9avyqLCWskl2aQJO_kqqMPxohzyGLEAi3ycGEw6DZQMUFHPgwWkB22vyYguM3R3Xm0HE8kAI6Cxp5LYMpeVNW0e6yfC-TkJQsjLmR19LG_CHKRW0Ig-CgUzgZDNy5xdAJsV4ksh125BCQExl2HLJtdn3HynXlz3fZcrMeTgn4aW4hjzY8ogWgqH1&xkcb=SoCz6_M3F_gv51zU7R0FbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D30,Temporary,2024-02-06 22:03:02,Hybrid/On Site
St Jardins,$0.00 - $55.00 a Hourly,2024-02-06T10:33:07Z,Data Analyst,"Richmond, VA",0198b80aa8faf371,https://www.indeed.com/viewjob?jk=0198b80aa8faf371&from=vjs&tk=1hlvk87592fbj000&viewtype=embedded&xkcb=SoC-67M3F_gvMn2aIR0LbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D40,Contract,2024-02-06 22:03:07,Hybrid/On Site
Sanctuary Wealth Group LLC,$25.00 - $27.00 a Hourly,2024-02-06T10:33:07Z,Data Analyst,"Indianapolis, IN 46240",52b6aaa52fa49e46,https://www.indeed.com/viewjob?jk=52b6aaa52fa49e46&from=vjs&tk=1hlvk87592fbj000&viewtype=embedded&xkcb=SoAK67M3F_gvMn2aIR0KbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D40,Contract,2024-02-06 22:03:07,Hybrid/On Site
Maguire Marketing,$28.00 - $33.00 a Hourly,2024-02-06T10:33:07Z,Data Analyst,Remote,de3a540da8f7db2d,https://www.indeed.com/viewjob?jk=de3a540da8f7db2d&from=vjs&tk=1hlvk87592fbj000&viewtype=embedded&xkcb=SoCX67M3F_gvMn2aIR0JbzkdCdPP&continueUrl=%2Fjobs%3Fsc%3D0kf%253Ajt%2528contract%2529%253B%26q%3DData%2BAnalyst%26page%3D40,Part-time,2024-02-06 22:03:07,Remote
