Job_id,Job title,Job posting date,Job posting url,Job location,Pay rate,Vendor company name,Job type,Work from availability,Work type(remote/on-site),Modified Date,Current date time (CST),Job Title
fc4c158594eba9729457c97c0c8bfa87,Data Analyst,2024-02-06T15:01:02Z,https://www.dice.com/job-detail/c1b1d9f6-8019-41ed-939f-670e9eb673a2,"Sacramento, CA, USA",$60 - $70,Sim Infotech Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-06T15:01:02Z,2024-02-06T10:35:13Z,Data Analyst
34194e3b125951aa9905fad702018243,Functional Data Analyst.,2024-02-06T00:45:25Z,https://www.dice.com/job-detail/85b5964d-c605-4c74-b645-794a2067361b,,,Rootshell Enterprise Technologies Inc.,"Third Party, Contract",FALSE,Remote,2024-02-06T16:00:52Z,2024-02-06T10:35:13Z,Data Analyst
d5e5e496c2cd2794bfce5b246a7ac3ab,"VDOT - Data Analyst 4 - Richmond, VA - HYBRID",2024-02-06T14:46:09Z,https://www.dice.com/job-detail/3ed0d515-bd60-4442-a698-cd7ac38acfd5,"Richmond, VA, USA",,RICEFW Technologies Inc,"Third Party, Contract",TRUE,Hybrid/Onsite,2024-02-06T14:46:09Z,2024-02-06T10:35:13Z,Data Analyst
39c50cc4e84294510701d54698bc3af8,Data Analyst w/ Hadoop & Teradata,2024-02-06T00:10:18Z,https://www.dice.com/job-detail/789b6d88-6000-4582-ab5d-966f33841726,"New York, NY, USA",,Dexian Signature Consultants,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:09:49Z,2024-02-06T10:35:13Z,Data Analyst
1543fce4fd24ebbf2503b9da30d0a03d,Data Analyst w/ Hadoop & Teradata,2024-02-06T00:10:18Z,https://www.dice.com/job-detail/0778e873-2bd0-464a-a75a-50d9da7d5e49,"Phoenix, AZ, USA",,Dexian Signature Consultants,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:09:49Z,2024-02-06T10:35:13Z,Data Analyst
736bab0b3665050afd868cd146a7e9b5,Data Analyst w/ Hadoop & Teradata,2024-02-06T00:10:18Z,https://www.dice.com/job-detail/4d0c10a6-8af3-4b5b-90a5-4cb20ee5c487,"Charlotte, NC, USA",,Dexian Signature Consultants,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:09:49Z,2024-02-06T10:35:13Z,Data Analyst
4da11929241cbb841b8ffb9859a1c4d7,Data Analyst w/ Hadoop & Teradata,2024-02-06T00:10:18Z,https://www.dice.com/job-detail/934a5446-d1a7-4d4d-b83a-adfbe6b3a68d,"Minneapolis, MN, USA",,Dexian Signature Consultants,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:09:49Z,2024-02-06T10:35:13Z,Data Analyst
068a32b4300df82321e73873a6031e39,Data Analyst,2024-02-05T21:45:47Z,https://www.dice.com/job-detail/e0e6b6f6-4841-438e-8600-3f0d61861bb4,"Austin, TX, USA",Depends on Experience,International System Technologies,Contract,FALSE,Hybrid/Onsite,2024-02-06T14:26:36Z,2024-02-06T10:35:13Z,Data Analyst
a83e5f8709a662b77a46dbb02694f656,"Data Analyst 4 with Min 5+yrs experience in Python scripting analyzing bridge data in excel/csv.(Either Phone or In Person Interviews)(HYBRID,Local to Richmond VA)",2024-02-06T14:31:04Z,https://www.dice.com/job-detail/d8dcfd9f-a078-40e4-b3bc-b55c0d63d897,"Richmond, VA, USA",$DOE,"Advanced American Technologies, Inc","Full-time, Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-06T15:15:35Z,2024-02-06T10:35:13Z,Data Analyst
aad9d9cec9a60eb8a0529a9518ee7c13,Data Analyst (Marketing),2024-02-05T21:10:06Z,https://www.dice.com/job-detail/808212c4-8e65-4721-aa35-e658e626c315,"Austin, TX, USA",Depends on Experience,Softsol Resources Inc,Contract,FALSE,Hybrid/Onsite,2024-02-05T21:10:06Z,2024-02-06T10:35:13Z,Data Analyst
971e47e36ac4837e98a3e5a6e593207f,Change Management Analyst - Data Governance,2024-02-06T15:14:27Z,https://www.dice.com/job-detail/76b102a6-38f8-48f5-8b8d-361ad6930cf2,"Richmond, VA, USA",Depends on Experience,"Vector Consulting, Inc","Third Party, Contract",TRUE,Hybrid/Onsite,2024-02-06T15:26:48Z,2024-02-06T10:35:13Z,Data Analyst
5c10bfe207f255da0b50c75a0a28d09c,Technical Data Management Analyst,2024-02-06T16:09:37Z,https://www.dice.com/job-detail/d168bc3b-7354-4c32-ab5b-b015c937fdb1,"Charlotte, NC, USA",USD57 - USD62,Randstad Digital,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:09:37Z,2024-02-06T10:35:13Z,Data Analyst
e5a038804b5e65a9cd234e8d6620a760,SAP Data Entry Analyst,2024-02-06T14:31:13Z,https://www.dice.com/job-detail/070b08c2-9712-4748-8231-b21f5c024f7e,"Chicago, IL, USA",Depends on Experience,SumasEdge Corporation,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-02-06T16:05:21Z,2024-02-06T10:35:13Z,Data Analyst
2a35b948adfab67345b6d8f43149f90c,BI Data Modernization Analyst ( Yellowfin),2024-02-06T11:10:32Z,https://www.dice.com/job-detail/af30ffa2-5779-4865-a432-dc654ed0e611,"Oakland, CA, USA",$60 - $70,Triune Infomatics Inc,Contract,FALSE,Hybrid/Onsite,2024-02-06T11:10:32Z,2024-02-06T10:35:13Z,Data Analyst
0af580e4f852a405e23e6e21ba0eefdf,Data Manager - Bioinformatics Analyst (Naval Health Center),2024-02-05T19:02:07Z,https://www.dice.com/job-detail/86152fff-128f-4083-88b7-16a9ade2adcf,"San Diego, CA, USA",Compensation information provided in the description,General Dynamics Information Technology,Part-time,FALSE,Hybrid/Onsite,2024-02-06T02:43:02Z,2024-02-06T10:35:13Z,Data Analyst
478e06cafaba306b7729f370848dcee4,Sr. Data Analyst,2024-02-05T20:08:21Z,https://www.dice.com/job-detail/e4cddb19-b3eb-48dc-8e1b-a62b46f8ef03,"Cincinnati, OH, USA",Depends on Experience,Golden Resources. Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-05T20:08:21Z,2024-02-06T10:35:13Z,Data Analyst
d698e093430eed6e2b6b5031fb42f146,BI/Data Analyst,2024-02-05T19:47:24Z,https://www.dice.com/job-detail/8999d082-882b-4f05-afbf-62bbcc86d399,"Greater Landover, MD, USA",Depends on Experience,System Soft Technologies,Contract,FALSE,Hybrid/Onsite,2024-02-05T19:47:24Z,2024-02-06T10:35:13Z,Data Analyst
1e27219b2b176f533f80e45bd171010d,Healthcare Data Analyst,2024-02-05T21:05:05Z,https://www.dice.com/job-detail/b8ed81e3-b3ca-47a6-9a28-7e61f804335b,,Depends on Experience,Geneses Tech Solutions LLC,"Contract, Third Party",FALSE,Remote,2024-02-05T21:05:25Z,2024-02-06T10:35:13Z,Data Analyst
38ca721f85a1ad0f6a98b54ad1306073,Banking Regulatory Reporting Data Analyst,2024-02-05T19:10:12Z,https://www.dice.com/job-detail/f764f6fd-7d4b-4528-9569-b30e3aeef4fb,"Charlotte, NC, USA",USD77 - USD82,Randstad Digital,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:09:37Z,2024-02-06T10:35:13Z,Data Analyst
35d20dc9a6dba220c657a60b4e262a17,Data Analyst,2024-02-05T20:01:27Z,https://www.dice.com/job-detail/ea139dce-b1d2-48f9-9fd4-697d70517578,"Hershey, PA, USA",BASED ON EXPERIENCE,Programmer Resources International Inc (PRI Inc.),Contract,FALSE,Hybrid/Onsite,2024-02-06T16:01:38Z,2024-02-06T10:35:13Z,Data Analyst
3bb057857d496496d14d871b18e7601c,Data Analyst,2024-02-02T04:09:59Z,https://www.dice.com/job-detail/591220f7-48ab-4f71-a488-08f4f09d2df3,"Plano, TX, USA",$65.00 - $70.00 per hour,BCforward,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:11:18Z,2024-02-06T10:35:13Z,Data Analyst
6f2bc49571e1d1deeee8b83b13055a21,"Business Intelligence/ Data Analyst - Atlanta, GA(Remote)- F2f interview",2024-02-05T21:04:32Z,https://www.dice.com/job-detail/bb7cf8a7-9778-4a1d-b000-ca2e8e4f1734,,$50+,"Vector Consulting, Inc","Contract, Third Party",FALSE,Remote,2024-02-05T21:04:32Z,2024-02-06T10:35:13Z,Data Analyst
2de9e25016339407877fb2e313048e41,Marketing Data Analyst,2024-02-05T19:26:38Z,https://www.dice.com/job-detail/0012f897-fad9-4031-b4af-3536224e6459,"Austin, TX, USA",Depends on Experience,"Shimento, Inc.",Contract,FALSE,Hybrid/Onsite,2024-02-06T15:40:25Z,2024-02-06T10:35:13Z,Data Analyst
a9b3e6d15fedc9ea7a15b19ff2c16d8a,Data Integration Engineer/Analyst - Columbus-OH,2024-02-05T19:30:49Z,https://www.dice.com/job-detail/f8afb554-9d76-40a3-8aa0-290401eecddb,"Columbus, OH, USA",$60 - $70,Vy Systems,Contract,FALSE,Hybrid/Onsite,2024-02-05T19:30:49Z,2024-02-06T10:35:13Z,Data Analyst
cad9bbcd1afe1e874851e2738f3f10f4,SAP Data Migration Analyst,2024-02-01T13:01:08Z,https://www.dice.com/job-detail/f568757f-e5c8-4428-8a53-2d58bbd7a72a,"Universal City, CA, USA",,Smart Bot Systems,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-02-05T23:15:34Z,2024-02-06T10:35:13Z,Data Analyst
be4327f7caa877cfc6905ef55b02f67d,Research/Data Analyst Senior (729002),2024-01-23T21:13:34Z,https://www.dice.com/job-detail/c3f6f05b-4ca4-4295-b0ee-23e42a520f68,"Atlanta, GA, USA",$50 - $60,With LLC,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-05T20:47:32Z,2024-02-06T10:35:13Z,Data Analyst
0045d5931cb7d08f9e42dc5b5f5b0090,Data Analyst with P&C,2024-02-05T18:36:11Z,https://www.dice.com/job-detail/54b6eef9-e225-4f8a-9210-60812e1dc498,"Boston, MA, USA",Depends on Experience,Headway Tek Inc,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-05T18:36:11Z,2024-02-06T10:35:13Z,Data Analyst
8f5c0eb04ee2f5a264f3be31fa5abce7,SAP Data Migration Analyst with Oracle PeopleSoft,2024-02-05T16:03:22Z,https://www.dice.com/job-detail/5d8258e8-e1a4-4307-ba2b-2a7f13f840ea,"Universal City, CA, USA",$75 - $80,Shrive Technologies LLC,"Contract, Third Party",FALSE,Hybrid/Onsite,2024-02-05T16:03:55Z,2024-02-06T10:35:13Z,Data Analyst
3ca59d3797336f4a7e77646ea864ffe8,Research/Data Analyst Senior,2024-02-05T16:15:24Z,https://www.dice.com/job-detail/f005e7d3-954f-47bc-bf2c-590346c8a715,"District of Columbia, USA",$50,CapitalTechSolutions Inc,"Contract, Third Party",TRUE,Hybrid/Onsite,2024-02-05T16:15:24Z,2024-02-06T10:35:13Z,Data Analyst
53439c023db85f07e40bc3b15988b7eb,Data Analyst,2024-01-25T20:09:59Z,https://www.dice.com/job-detail/54debb1e-0af7-4f5f-bf21-21399e34ac9d,"Plano, TX, USA",$60.00 - $65.00 per hour,BCforward,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:11:18Z,2024-02-06T10:35:13Z,Data Analyst
95603c64bc35798aaf4ea8debe535275,Junior data Analyst- Remote- EST hours (locals needed),2024-02-05T18:08:45Z,https://www.dice.com/job-detail/773f1c47-168c-40b9-a71a-d23095020698,,Depends on Experience,VHL Technologies,Contract,FALSE,Remote,2024-02-05T20:25:57Z,2024-02-06T10:35:13Z,Data Analyst
afa9eddff45044efb6b0b4dccac99a1d,Data Analyst I - Adobe,2024-02-03T02:05:36Z,https://www.dice.com/job-detail/9ea893cd-6bb8-4734-89fc-5d540dff72f7,"Richfield, MN, USA",,C4 Technical Services,Contract,FALSE,Hybrid/Onsite,2024-02-06T02:06:16Z,2024-02-06T10:35:13Z,Data Analyst
f001ad182226d2452419afea70ed5b77,Process Data Analyst,2024-02-02T23:32:48Z,https://www.dice.com/job-detail/92736a7c-34e7-4e1a-9790-245e5b07db07,"Cincinnati, OH, USA",$52 - $56 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-06T14:37:13Z,2024-02-06T10:35:13Z,Data Analyst
1b3982060af73ef7bbd7a49121990b3d,"Data Management Analyst - Dallas, TX, Chandler, AZ, Minneapolis, MN",2024-02-02T21:09:14Z,https://www.dice.com/job-detail/030481ad-00fc-47e2-b308-ad30bf2ee605,"Charlotte, NC, USA",Depends on Experience,"Activesoft, Inc.",Contract,FALSE,Hybrid/Onsite,2024-02-06T14:09:58Z,2024-02-06T10:35:13Z,Data Analyst
b74c2356b0c52862cff8291510808e52,Data Analyst,2024-02-02T22:02:51Z,https://www.dice.com/job-detail/65a03445-80eb-48d7-a157-357f745bc93b,"Salt Lake City, UT, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:02:51Z,2024-02-06T10:35:13Z,Data Analyst
dfa96e9900101bc628d84a88ac855f29,Data Informatics Analyst-IC2,2024-02-05T19:09:28Z,https://www.dice.com/job-detail/12fd067f-35a6-4129-a883-670cb841b8de,,,Themesoft Inc,"Full-time, Part-time, Third Party, Contract",FALSE,Remote,2024-02-06T16:18:49Z,2024-02-06T10:35:13Z,Data Analyst
9ff7569c187be11f1b172d678272d573,GIS Data Analyst/Trainer,2024-02-03T17:00:58Z,https://www.dice.com/job-detail/337e1249-5476-4f71-b16b-1d58d6f40e5d,"Austin, TX, USA",Depends on Experience,Neos Consulting,Contract,FALSE,Hybrid/Onsite,2024-02-03T17:02:49Z,2024-02-06T10:35:13Z,Data Analyst
4e75a97f896aa0eac14c05880b6c7854,Senior Research / Data Analyst,2024-02-05T19:14:19Z,https://www.dice.com/job-detail/5ea293e9-d677-4973-8e4f-9a173b7da964,,$43 - $53,"Carnegie Infotech, Inc.",Contract,FALSE,Remote,2024-02-05T19:14:19Z,2024-02-06T10:35:13Z,Data Analyst
6840f8d3777bc2a8be7b6a265e2db35e,Senior Healthcare Data Analyst,2024-02-02T20:32:51Z,https://www.dice.com/job-detail/6ae5d353-ad4a-4b52-a7cc-54e7e9c69da4,"Fairfield, CA, USA",$55 - $65 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-06T14:40:46Z,2024-02-06T10:35:13Z,Data Analyst
431488425309fcc56833b12f40cd7340,IAM Data Analyst,2024-02-02T23:32:48Z,https://www.dice.com/job-detail/f1f5bc14-31d9-43d3-9039-7eb432144fb3,"Atlanta, GA, USA",$25 - $35 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-06T14:37:13Z,2024-02-06T10:35:13Z,Data Analyst
33dd22d8e6946fb550f62579f53d8121,Data Analyst,2024-02-02T18:57:12Z,https://www.dice.com/job-detail/4151578d-bc51-424c-b59f-f6dec2e8fb57,"Alpharetta, GA, USA",$50 - $60,OSO Ventures Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-05T21:43:48Z,2024-02-06T10:35:13Z,Data Analyst
5b37cdb641ccbfa1dc002c7a977c27f7,Data Analyst,2024-02-01T10:04:11Z,https://www.dice.com/job-detail/256cd429-bc07-45c8-bb90-f1f56b0404a6,"Washington, DC, USA",USD 35.00 - 39.00 per hour,Eliassen Group,Contract,FALSE,Hybrid/Onsite,2024-02-06T10:03:12Z,2024-02-06T10:35:13Z,Data Analyst
1e50174c0f552adaa12aba8e34a2a865,Data Analyst - 49467,2024-02-02T19:16:11Z,https://www.dice.com/job-detail/8d70c55b-1ee0-48ba-8e42-aeee82a1b5f2,"Houston, TX, USA",$53,PRIMUS Global Services Inc.,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:31:18Z,2024-02-06T10:35:13Z,Data Analyst
9dcd913d3eabf9753eecd234805b4471,"Senior Research Data Analyst      Remote  Atlanta, GA",2024-02-05T19:54:47Z,https://www.dice.com/job-detail/b0ca4956-0a1e-4376-b4a2-85350f79450b,"Atlanta, GA, USA",,"Paramount Software Solutions, Inc","Full-time, Part-time, Third Party, Contract",FALSE,Remote,2024-02-05T20:01:15Z,2024-02-06T10:35:13Z,Data Analyst
d5cc7fc3bbd6f10b3b34a3c6e0689750,ERP Data Services Analyst II,2024-01-31T17:54:37Z,https://www.dice.com/job-detail/d2b14114-9e86-4307-aee7-a73fd0f73116,"Anchorage, AK, USA",Depends on Experience,OakTree Staffing Services,Contract,FALSE,Hybrid/Onsite,2024-01-31T17:54:37Z,2024-02-06T10:35:13Z,Data Analyst
20a5c1b461e9d23ed6562fe467c13d1d,Data Analyst,2024-02-02T20:25:27Z,https://www.dice.com/job-detail/70fb1151-cd92-46f2-be1b-bc15a00d5ed5,"Foster City, CA, USA",$49 - $59,"ATR International, Inc.",Contract,FALSE,Hybrid/Onsite,2024-02-02T20:25:27Z,2024-02-06T10:35:13Z,Data Analyst
17f5691038d36b429c6cd370c35d9cb2,Data Analyst,2024-02-02T22:17:24Z,https://www.dice.com/job-detail/c5016f4e-09fe-43b8-a6c8-148c9e44a3da,"Bloomington, IL, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:17:24Z,2024-02-06T10:35:13Z,Data Analyst
66be65b5c02775d280f11960841c6d4d,Senior Data Analyst,2024-02-01T21:40:05Z,https://www.dice.com/job-detail/abbbd889-7845-4cd3-9e65-0ee9a39fcb3a,"Akron, OH, USA",Depends on Experience,Oxford Global Resources,Contract,FALSE,Hybrid/Onsite,2024-02-01T21:40:05Z,2024-02-06T10:35:13Z,Data Analyst
f2d43ec144568af06815f585e7458b48,Data Analyst,2024-02-02T19:16:02Z,https://www.dice.com/job-detail/12be6aa3-75ba-4c92-a08b-a9921e6ec531,"McLean, VA, USA",,INNOVIT USA INC,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:31:12Z,2024-02-06T10:35:13Z,Data Analyst
c25e4029fa3c717554f83d4a74ff08e6,"Senior Analyst, HR Data Quality",2024-02-02T18:25:17Z,https://www.dice.com/job-detail/05a158a1-2782-498e-b957-8ecda8ff6f6d,"Boston, MA, USA",Depends on Experience,Confidential Company,Contract,FALSE,Hybrid/Onsite,2024-02-02T18:25:17Z,2024-02-06T10:35:13Z,Data Analyst
07185a4301cfa2c30b3caad968d0f941,"Business/Data Analyst- Jersey City, NJ//Tampa, FL & Dallas, TX (Hybrid role)",2024-02-05T15:35:29Z,https://www.dice.com/job-detail/b89363ef-3500-4099-8567-7fe06c7372a0,"Jersey City, NJ, USA",$0+,FSTONE Technologies,Contract,FALSE,Hybrid/Onsite,2024-02-05T15:35:29Z,2024-02-06T10:35:13Z,Data Analyst
e400f454c1af6fd49d4434361524cdcb,Data Conversion Analyst,2024-02-02T20:15:33Z,https://www.dice.com/job-detail/e2472218-cb14-4bda-b31f-b4300a5d3bda,"Fremont, CA, USA",Depends on Experience,Arthur Lawrence,Contract,FALSE,Hybrid/Onsite,2024-02-06T14:34:30Z,2024-02-06T10:35:13Z,Data Analyst
0d881eceb6abcba1c0a0222121b9f5ac,Data Analyst,2024-01-22T17:32:56Z,https://www.dice.com/job-detail/41623df2-d7a6-40e5-98f7-d90a0f4ac508,"Madison, WI, USA",$50 - $60 hourly,Kforce Technology Staffing,Contract,FALSE,Hybrid/Onsite,2024-02-06T14:35:50Z,2024-02-06T10:35:13Z,Data Analyst
a7b4740bea5e46d4782695b3d4d0c0cf,Data Analyst,2024-02-02T22:15:26Z,https://www.dice.com/job-detail/8191c149-eee0-45bf-9d2d-742157dfc562,"Tallahassee, FL, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:15:26Z,2024-02-06T10:35:13Z,Data Analyst
022d1f202be274b49527b53c87fae6c7,Data Analyst,2024-02-02T22:10:56Z,https://www.dice.com/job-detail/30a91766-e42b-4c9c-84e6-e444a1fc1fb0,"Sugar Land, TX, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:10:56Z,2024-02-06T10:35:13Z,Data Analyst
7c8aa8d3be2eda94f06d284529067672,Data Analyst,2024-02-02T22:08:25Z,https://www.dice.com/job-detail/d34894e7-82f6-4fad-945a-b6b4a83d8d93,"Columbia, MD, USA","$60,000 - $70,000",AaraTechnologies Inc,Contract,FALSE,Hybrid/Onsite,2024-02-02T22:08:25Z,2024-02-06T10:35:13Z,Data Analyst
8f655bd2ec4bcbe1240d222dd22b8c4b,Production Support Data Analyst SR-601793,2024-02-01T19:03:39Z,https://www.dice.com/job-detail/e18f184b-5efe-4316-b5c8-89de51794c88,"Harrison, NY, USA",BASED ON EXPERIENCE,iTech Solutions,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:03:56Z,2024-02-06T10:35:13Z,Data Analyst
966aaec5bf18589d90db1aecff870138,Business Data Analyst,2024-02-03T00:14:04Z,https://www.dice.com/job-detail/b73bf2ab-03f0-4012-a937-5f5d8969b6dc,"Toronto, ON, Canada",Depends on Experience,Cynet Systems,"Third Party, Contract",FALSE,Hybrid/Onsite,2024-02-05T14:24:45Z,2024-02-06T10:35:13Z,Data Analyst
e5287be6b1d3f48d07e45b856e9eeb03,Data Analyst Specialist - only W2 - 8+ experienced,2024-02-02T15:44:30Z,https://www.dice.com/job-detail/794132cb-04a5-4584-bce9-559ef31c4dd7,"McLean, VA, USA",Depends on Experience,SSTech LLC,Contract,FALSE,Hybrid/Onsite,2024-02-06T14:18:15Z,2024-02-06T10:35:13Z,Data Analyst
9ab4a1a189f4db2f3db72884b4a1c337,Data Analyst - IT IV,2024-02-03T15:17:49Z,https://www.dice.com/job-detail/9ad8b677-895f-49e6-ba60-85d4fa0203de,"Chicago, IL, USA",Depends on Experience,Dev Systems,Contract,FALSE,Hybrid/Onsite,2024-02-05T18:52:25Z,2024-02-06T10:35:13Z,Data Analyst
83482e915e4d6f7df55307d30b1c5682,Data Analyst,2024-01-30T20:12:24Z,https://www.dice.com/job-detail/ce62b752-99b5-43da-9dce-d839a08731fc,"Chapel Hill, NC, USA",,Dexian DISYS,Contract,FALSE,Hybrid/Onsite,2024-02-06T16:09:49Z,2024-02-06T10:35:13Z,Data Analyst
